Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Product Short
Sport,xm-l t6 senter kepala 3 lampu led new brand headlamp xml,Jakarta Utara,53500,4.9,6367,1048,5,"selalu bagus produknya, pembelian ke 2 mantapp min, smoga laris",Positive,Love,xm-l t6 senter kepala 3 l...
Sport,xm-l t6 senter kepala 3 lampu led new brand headlamp xml,Jakarta Utara,53500,4.9,6367,1048,5,mantul... semuanya ok,Positive,Love,xm-l t6 senter kepala 3 l...
Sport,xm-l t6 senter kepala 3 lampu led new brand headlamp xml,Jakarta Utara,53500,4.9,6367,1048,5,"produk yang diterima lengkap. lampunya terang. pas di kepala. gak sempet foto, barang bagus, proses cepat.... penjual respon nya melambay... terima kasih",Positive,Love,xm-l t6 senter kepala 3 l...
Sport,xm-l t6 senter kepala 3 lampu led new brand headlamp xml,Jakarta Utara,53500,4.9,6367,1048,5,produk yang diterima lengkap. pas di kepala. lampunya terang. mantap pokoknya rekomendasi ??,Positive,Love,xm-l t6 senter kepala 3 l...
Sport,xm-l t6 senter kepala 3 lampu led new brand headlamp xml,Jakarta Utara,53500,4.9,6367,1048,5,mantap. pengiriman nya cepat banget. barang oke semua dan berfungsi. kondisi mulus ??% mantap. cahaya nya juga terang banget. top markotop,Positive,Love,xm-l t6 senter kepala 3 l...
Sport,yonex arcsaber 71 light rudy hartono raket badminton original - red(free kaos, Jakarta Barat,399000,4.9,3934,2689,1,"barang lecet, tidak bisa diganti karna saat unboxing tidak di video, pelajaran untuk yg mau beli disini.. kalo mau buka paketnya di videoin biar ga kaya saya dapet raket lecet",Negative,Fear,yonex arcsaber 71 light r...
Sport,alat bantu sit up/penahan kaki sit up/sit up stand/home fitness - hitam,Jakarta Pusat,37000,4.9,9700,4463,1,hati2 untuk yng beli alat ini. saya baru pake 2 kali dan besiny copot dari base nya. seller tidak memberikan solusi padahal saya meminta replacement dan bukan refund. saya sarankan untuk membeli merek lain dripda membeli brang defect dari toko ini.,Negative,Fear,alat bantu sit up/penahan...
Sport,standar parkir samping sepeda mtb road bicycle 34.5-40cm - hitam,Jakarta Selatan,26900,4.8,3373,2084,1,"toko yang tidak rekomended. pelayanan pengiriman tidak sesuai kenyataan yg tertulis di deskripsi. dan terdapat barang yg kurang malah tidak di kirim, lebih memilih kembalikan dana pembeli.",Negative,Fear,standar parkir samping se...
Sport,sleeping bag ul + bantal - sb - ultralight - polar - hijau army,Jakarta Timur,59999,4.6,11900,3054,1,sleeping bag nya not recomend tipis banget??,Negative,Fear,sleeping bag ul + bantal ...
Sport,( obral ) bola sepak murah size 5 / bola kaki murah / bola bliter - jahit nike,Kab. Sukabumi,43500,4.7,1405,568,1,gua rekomendasi jgn beli disini. toko ndak amanah sama skali. beli bola keliru ngasih tikar. ok saya maklumi. lalu saya kembalikan barangnya. dan saya minta kirim ulang. customer ndak difollow up sama skali. sampek skarang uda stngh bulan belum dikirim.,Negative,Fear,( obral ) bola sepak mura...
Sport,senter kepala cob led rechargeable / headlamp sorot,Jakarta Pusat,19500,4.9,10000,2664,1,ada satu kurang kabel satu.. jadi tolong lebih teliti lagi dalam pengiriman nya,Negative,Fear,senter kepala cob led rec...
Sport,senter kepala cob led rechargeable / headlamp sorot,Jakarta Pusat,19500,4.9,10000,2664,1,ini retak gimana ya kok pembungkusnya apa nggak dicek dulu sebelum dikirim,Negative,Fear,senter kepala cob led rec...
Sport,"atalon running pants - celana pendek ringan lari jogging marathon - hitam, m",Kab. Tangerang,169000,4.9,1849,999,2,salah size...minta xl dikirimnya s ??,Negative,Fear,atalon running pants - ce...
Sport,"atalon running pants - celana pendek ringan lari jogging marathon - hitam, m",Kab. Tangerang,169000,4.9,1849,999,1,xxl nya kekecilan,Negative,Fear,atalon running pants - ce...
Sport,"atalon running pants - celana pendek ringan lari jogging marathon - hitam, m",Kab. Tangerang,169000,4.9,1849,999,1,saya pesan ukuran xl. tapi yang datang kuruan m. ngak bisa pakai. returnya gmn?,Negative,Fear,atalon running pants - ce...
Sport,premium celana pendek lari training gym olahraga zipper pocket casual - s21 black m,Jakarta Barat,95000,4.8,2554,749,1,baru dibuka ternyata robek.,Negative,Fear,premium celana pendek lar...
Sport,premium celana pendek lari training gym olahraga zipper pocket casual - s21 black m,Jakarta Barat,95000,4.8,2554,749,1,tidak sesuai dengan kualitasnya dan panjangnya di gambar,Negative,Fear,premium celana pendek lar...
Sport,premium celana pendek lari training gym olahraga zipper pocket casual - s21 black m,Jakarta Barat,95000,4.8,2554,749,2,fitting tidak sesuai dgn celana pendek umumnya.,Negative,Fear,premium celana pendek lar...
Sport,premium celana pendek lari training gym olahraga zipper pocket casual - s21 black m,Jakarta Barat,95000,4.8,2554,749,2,tidak sesuai dengan gambar,Negative,Fear,premium celana pendek lar...
Sport,5-60kg adjustable handgrip hand grip alat fitness olahraga otot tangan,Jakarta Barat,16200,4.9,6237,758,1,"barang tidak ada, komplain tidak direspon...pelajaran buat yg beli disini cek hati2 saat datang",Negative,Fear,5-60kg adjustable handgri...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,"barang tidak dikirim, dikasih resi kosong",Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,"barang yg dikirim ternyata cacat produk, sisi yg satunya lepasan tdk ada ukuran/pengait nya,",Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,"cuman bisa dipanjangin sebelah, sebelah yang nga bs dipanjangin sudah karatan, karet yg dikasih mudah lepas, nga dikasih kotak, kondisi barang seperti barang seken, nga dikasih baut sama karet kecil, kalau emg ada double check dari pihak speeds knp hal sepele untuk satu produk aja bs begini kejadiannya?",Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,"produk kehilangan salah satu karet sampingnya, sudah di cek dalam box tapi tidak ada",Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,sebelah tidak bisa diputar.,Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,bulatan besi yg disekrup tidak ada dan salah satu ujungnya tidak bisa diputar.,Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,"besi disalah satu sisi gak bisa diatur panjang pendeknya karena sudah dol jadi alat gak bisa digunakan, mengecewakan sekali",Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,ukurannya terlalu pendek,Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,hanya bisa di putar sebelah dan baut gampang kalah sama obeng,Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,patah waktu mau di kencangkan,Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,"ada parts yg kurang, sdh dicomplain & jelaskan di chat tp respon nya kurang coperative",Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,knop kanan gabisa diputar,Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,saya kira dapet lengkap kurang ternyata apa solusinya?,Negative,Fear,speeds door chinning bar ...
Sport,speeds door chinning bar / pull up bar speeds / iron gym 013-4,Kota Surabaya,64000,4.9,8814,4689,1,"barang datang dengan cepat, tapi salah barang. yang datang malah ab wheel aa.",Negative,Fear,speeds door chinning bar ...
Sport,manset tangan pria wanita / arm sleeve / manset sepeda /manset hitam,Kota Tangerang,5999,4.8,6377,1081,2,"baru dua kali di pake udah mulai rusak kainnya, gak rekomendasi banget barangnya mudah rusak",Negative,Fear,manset tangan pria wanita...
Sport,bam pengeras aroma tawar 100gram,Kota Bekasi,5000,4.9,8070,1382,1,bam pengerasnya gak dikirim?,Negative,Fear,bam pengeras aroma tawar ...
Sport,miniso matras yoga pola garis tubuh 5mm matras yoga kebugaran rumah - abu-abu,Jakarta Timur,219000,4.9,3380,1903,2,"biasa aja, toko tak mau terima pembatalan! hati2 order disini",Negative,Fear,miniso matras yoga pola g...
Sport,kacamata renang dewasa speeds lx 5100 mirrored anti fog uv + earplug - biru,Kota Depok,55000,4.7,900,351,2,"dichat katanya warna biru ready,wktu order jg sdh dikasih keterangan warana biru.tp knp yg dikirim malah warna hitam?? tapi ya sudahlah sy terima saja",Negative,Fear,kacamata renang dewasa sp...
Sport,kacamata renang dewasa speeds lx 5100 mirrored anti fog uv + earplug - biru,Kota Depok,55000,4.7,900,351,3,"beli baru, tapi kok kacamatanya kotor dan usang...",Negative,Fear,kacamata renang dewasa sp...
Sport,basic headband black / bando hitam pria wanita / aksesoris olahraga,Jakarta Pusat,4900,4.9,2806,491,2,geriginya bendonya kecil banget gak kayak di gambar...,Negative,Fear,basic headband black / ba...
Sport,basic headband black / bando hitam pria wanita / aksesoris olahraga,Jakarta Pusat,4900,4.9,2806,491,3,"harga emang ga bohong. gampang patah, jadi bagi yg kerjar kualitas tidak disarankan, tp bagi yg kejar murah silahkan...",Negative,Fear,basic headband black / ba...
Sport,pompa sepeda rockbros pump mtb roadbike presta bola 5930 140psi,Jakarta Barat,44500,4.9,4930,3405,1,"susah d pakainya, angin banyak yg bocor,",Negative,Fear,pompa sepeda rockbros pum...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,"mantap?? barang bagus banget, seller ramah dan responsif",Positive,Happy,ubs logam mulia bt21 tige...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,"lucu,,thankyou",Positive,Happy,ubs logam mulia bt21 tige...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,good,Positive,Happy,ubs logam mulia bt21 tige...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,akhirnya bisa punya koleksi juga walau cuma 1. next lebih banyak lagi koleksi bt21 nya. thank you,Positive,Happy,ubs logam mulia bt21 tige...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,"produk sesuai deskripsi. packing rapi dan aman. thanks, ubs ??",Positive,Happy,ubs logam mulia bt21 tige...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,"pengiriman cepat, aman, thank you ubs",Positive,Happy,ubs logam mulia bt21 tige...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,alhamdulillah sampai,Positive,Happy,ubs logam mulia bt21 tige...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,"packingnya cukup oke, ada segelnya jadi aman. kelengkapan 6 elemennya juga ada",Positive,Happy,ubs logam mulia bt21 tige...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,pesanan sudah diterima dengan baik dan sesuai orderan. makasih ya...,Positive,Happy,ubs logam mulia bt21 tige...
Precious Metal,ww additional picture,Kab. Semarang,60000,5.0,419,148,5,"fast respon, pengiriman cepat",Positive,Happy,ww additional picture
Precious Metal,ww additional picture,Kab. Semarang,60000,5.0,419,148,5,pertama x custom dan hasil ny sesuai request,Positive,Happy,ww additional picture
Precious Metal,ww additional picture,Kab. Semarang,60000,5.0,419,148,5,"bagus, pengiriman cepat",Positive,Happy,ww additional picture
Precious Metal,rm 5 gram 2022,Jakarta Utara,4865000,5.0,426,146,5,bintang yang berbicara,Positive,Happy,rm 5 gram 2022
Precious Metal,rm 5 gram 2022,Jakarta Utara,4865000,5.0,426,146,5,mantullllllll,Positive,Happy,rm 5 gram 2022
Precious Metal,rm 5 gram 2022,Jakarta Utara,4865000,5.0,426,146,5,"produk sesuai, pengiriman cepat dan packaging aman. terima kasih seller!",Positive,Happy,rm 5 gram 2022
Precious Metal,rm 5 gram 2022,Jakarta Utara,4865000,5.0,426,146,5,"kualitas barang cukup bagus, sudah sering belanja di toko ini, kemasan sederhana",Positive,Happy,rm 5 gram 2022
Precious Metal,rm 5 gram 2022,Jakarta Utara,4865000,5.0,426,146,5,"cepatt sampainya, barang asli, dan adminnya ramah",Positive,Happy,rm 5 gram 2022
Precious Metal,rm 5 gram 2022,Jakarta Utara,4865000,5.0,426,146,5,mantap cepat tepat,Positive,Happy,rm 5 gram 2022
Precious Metal,rm 5 gram 2022,Jakarta Utara,4865000,5.0,426,146,5,sudah ke 2x beli disini .. barangnya asli dan penjualnya baik sekali .. terima kasih kak .. ????,Positive,Happy,rm 5 gram 2022
Precious Metal,rm 5 gram 2022,Jakarta Utara,4865000,5.0,426,146,5,"fast respons, original, mulus, pengiriman cepat, seller ramah dan tidak sombong ???? harga tolong dimurahin lagi",Positive,Happy,rm 5 gram 2022
Precious Metal,rm 5 gram 2022,Jakarta Utara,4865000,5.0,426,146,5,barang sesuai & cepat sampai,Positive,Happy,rm 5 gram 2022
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,"barang original,aseli dan aman",Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,sudah diterima dengan baik. terimakasih,Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,selalu puas dan langganan pengiriman super cepat top pokoknya??,Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,udah repeat order 3x disini. so far puas ??,Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,respon cepat terimakasih,Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,"dapet certi eye 2022 , berarti memang terbaru. terimakasih banyak",Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,"barang ok, pengiriman cepat, packing aman",Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,"mantul dan saat pengiriman diterima oleh saya langsung, jadi terjamin aman.",Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,terpercaya,Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,makasih ya. barang sesuai pesanan lgsung cek certieye nya. packingnya mashaallah rapi bener dan safety. semoga sukses selalu.,Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,dijamin asli barangnya cuma packingnya pengirimannya sederhana sekali?? sampai ada lembar soal anak sd,Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,"produk original, packing aman, seller fast respon, kurir ramah, promo tokped terpakai ??",Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,"packaging aman banget, proses cepet. thankyou",Positive,Happy,rm new 2 g
Precious Metal,rm new 2 g,Jakarta Timur,1990000,5.0,1316,549,5,"mantab, pelayanan cepat dan barang original",Positive,Happy,rm new 2 g
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8334,613,5,"terima kasih, spatoeid. packaging rapi, aman dan pesanan komplit??",Positive,Happy,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8334,613,5,"pengiriman cepat, packing aman",Positive,Happy,minigold black series log...
Precious Metal,5 gr rm 2021,Kab. Garut,4855000,5.0,1646,850,5,alhamdulillah barang sudah sampai di rumah saya sangat senang sekali terimakasih banyak,Positive,Happy,5 gr rm 2021
Precious Metal,5 gr rm 2021,Kab. Garut,4855000,5.0,1646,850,5,"mantap, selalu ok sesuai produk deskripsi",Positive,Happy,5 gr rm 2021
Precious Metal,5 gr rm 2021,Kab. Garut,4855000,5.0,1646,850,5,"cepat, rapih dan aman. saya mau beli lagi nanti ya",Positive,Happy,5 gr rm 2021
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,udh top banget lah beli disini juara ke oriannya ... selalu langganan pokonya..,Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,pengiriman cepat dan aman... ini sudah mulai repeat order buat nabung.,Positive,Love,minigold black series log...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,"kiyowo. suka banget sm koleksi bt21 nya. thanks ubs, pengiriman cepet dan packing aman.",Positive,Love,ubs logam mulia bt21 tige...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,"selucu itu, dapet free photocard juga dongggggggggggg ?????? happy ??",Positive,Love,ubs logam mulia bt21 tige...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,terbaikkk sayang banget emasnya gemoy,Positive,Love,ubs logam mulia bt21 tige...
Precious Metal,ubs logam mulia bt21 tiger 0.25 gr,Kota Surabaya,314600,5.0,674,239,5,uucchh gemezzz syukaaa,Positive,Love,ubs logam mulia bt21 tige...
Precious Metal,ww additional picture,Kab. Semarang,60000,5.0,419,148,5,"barangnya bagus bangett.. grafir photo dan namanya presisi sesuai orderan. dikirim hingga keluar pulau jg, packing sangat aman. respon seller jg baik dan pengiriman cepat..",Positive,Love,ww additional picture
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,langganan beli minigold disini ??,Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,"barang tiba dengan aman,mantap deh ... terimakasih",Positive,Love,minigold black series log...
Precious Metal,ww additional picture,Kab. Semarang,60000,5.0,419,148,5,bagus banget ??,Positive,Love,ww additional picture
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,mantappp... maaf ga sempet foto produknya. makasih bonus pouchnya ka.. semoga sukses selalu,Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,"harganya murce bgt, drpd jajan yg enggak enggak mending jajan emas untuk ditabung. seller gercep, dekat dr rumah jd kayanya bakalan langganan ini. terima kasih",Positive,Love,minigold black series log...
Precious Metal,christmas promo + new 5 gr / 5g / 5 gram gold,Jakarta Utara,4870000,5.0,3080,816,5,"produnya ok banget, gak bosen2 belanja di toko ini. terima kasih ????",Positive,Love,christmas promo + new 5 g...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,selalu langganan disini. ngmpulin recehan menjadi emas.,Positive,Love,minigold black series log...
Precious Metal,christmas promo + new 5 gr / 5g / 5 gram gold,Jakarta Utara,4870000,5.0,3080,816,5,"kualitas barang sangat bagus, produksi terbaru, kemasan sederhana, seller cepat menanggapi.",Positive,Love,christmas promo + new 5 g...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,"ini pembelian yang ke berapa ya aku lupa yang jelas insya allah iki bakule jujur dan amanah, recommend",Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,sdh sering belanja disini.. smg terkumpul terus dah.. aamiin,Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,keren dan bagus,Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,sudah langganan beli mini gold disini ??,Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,mantab barangnya sesuai dengan pesanan dan cepat sampai,Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,"jujur, awalnya sih kawatir dikarenakan baru pertama kali membeli emas lewat online, alhamdulilah ternyata penjualnya jujur dan amanah bakalan jadi langganan terus nih aku. terima kasih",Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8334,613,5,tengkyu sesuai banget pesanan nya????,Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,"mantap,, packing rapi.. mantap pokoknya...",Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,"alhamdulilah, oderanku yang kedua nih tiba dengan selamat. terima kasih banyak semoga tetap menjadi penjual yang jujur dan amanah aamiin yaa rabb",Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,sangat istimewa sekali..,Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,"mantap pengiriman cepat dan amanah sesuai dengan note yang di tulis , terima kasih kaka",Positive,Love,minigold black series log...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,brg sesuai pic.....kurir sll yg terbaik sudah langganan????,Positive,Love,minigold black series log...
Precious Metal,5 gr rm 2021,Kab. Garut,4855000,5.0,1646,850,5,alhamdulillah paket sudah saya terima dengan baik saya sangat suka terimakasih banyak,Positive,Love,5 gr rm 2021
Precious Metal,5 gr rm 2021,Kab. Garut,4855000,5.0,1646,850,5,kulit jadi cerah. cepat meresap. cocok di kulit kombinasi. cocok di kulit berminyak. kemasannya lucu ??. penjualnya ramah banget. cocok di kulit normal. proses pesanan cepat. cocok di kulit kering. respon penjualnya top. cocok di kulit berminyak. packaging rapi. packaging aman ??.,Positive,Love,5 gr rm 2021
Precious Metal,5 gr rm 2021,Kab. Garut,4855000,5.0,1646,850,5,desainnya mewah. warnanya cantik ??. ukuran sesuai. nyaman dipakai ?. produk sesuai dengan foto. produk original. packaging aman.,Positive,Love,5 gr rm 2021
Precious Metal,5 gr rm 2021,Kab. Garut,4855000,5.0,1646,850,5,"makasih banyak gan, sukses selaluu pelayanan mantapp barang asli. sukses selalu untuk seller dan semoga bisa terus kasih harga dan pelayanan yg mantapp",Positive,Love,5 gr rm 2021
Precious Metal,logam mulia lm 3 gr antam (reinvented),Jakarta Utara,2935000,5.0,3105,900,5,"kado.harga paling murah pada saat beli , trims, semoga bisa langganan. dan harganya bisa terbaik terus se tokped",Positive,Love,logam mulia lm 3 gr antam...
Precious Metal,logam mulia lm 3 gr antam (reinvented),Jakarta Utara,2935000,5.0,3105,900,5,respon cepat sangat memuaskan,Positive,Love,logam mulia lm 3 gr antam...
Precious Metal,logam mulia lm 3 gr antam (reinvented),Jakarta Utara,2935000,5.0,3105,900,5,mantappp djiwaaaaaa,Positive,Love,logam mulia lm 3 gr antam...
Precious Metal,logam mulia lm 3 gr antam (reinvented),Jakarta Utara,2935000,5.0,3105,900,5,"barangnya asli, adminnya responsif, rekomen deh buat beli lm disini pokoknya . next bisa beli lagi ksini, jadi aman ga perlu keluar rumah. pertahankan ya seller!",Positive,Love,logam mulia lm 3 gr antam...
Precious Metal,minigold black series logam mulia koin emas mini 24 karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,"pertama transaksi, semoga berkah dan next order lagi ??",Positive,Love,minigold black series log...
Precious Metal,logam mulia lm 3 gr antam (reinvented),Jakarta Utara,2935000,5.0,3105,900,5,penjual kualitas terbaik ini tanpa harus bertanya progres barang sudah langsung di kabari via chat kepada pembeli. luar biasaaaaaaa pertahankaannn,Positive,Love,logam mulia lm 3 gr antam...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,sangat puas sdh berkali2 belanja disini pelayanannya ramah dan pengiriman super rapih dan cepat,Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,kartu bekerja dengan baik begitupun sellernya yang sigap menjawab semua pertanyaan..,Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,istimewa...akurat dan dicetak dengan sempurna,Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,puas dan gercep banget seller nya. pesan dua kartu dan dua duanya berfungsi dengan aman. terima kasih.,Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,produk bisa dipakai dg baik. semoga awet. fast respon.,Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,"akses sukses digunakan, sangat mudah buat yang punya hp nfc bisa kirim ss dan kartu langsung dikirim",Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,"puaasss selalu langganan disini bikin duplikat akses ku , proses cepat , eh ada bonus nya juga ya , terima kasih kak ??",Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,pelayanan sangat memuaskan,Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,"tidak pernah mengecewakan, hasil terbaik. untuk ngirim kartu selembar aja pake kotak tebal. terima kasih, sukses selalu.",Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,"fast response, produk juga dikirim balik oke banget ????",Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,selalu puas...mantab,Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,ok guys mantap berfungsi dengan baik,Positive,Happy,jasa duplikat kartu akses...
Property,jasa duplikat kartu akses apartemen/ hotel - polos,Jakarta Selatan,80000,5.0,619,177,5,"seller helpful banget, barang sudah diterima dengan baik dan sudah di tes ????",Positive,Happy,jasa duplikat kartu akses...
